Ticker,EnglishName,KoreanName,Sector
VIST,Vista Energy SAB de CV ADR,비스타 에너지 ADR,Energy
JBTM,JBT Marel Corp,JBT 마렐,Industrials
SM,SM Energy Co,SM 에너지,Energy
ICL,ICL Group Ltd,아이씨엘 그룹,Basic Materials
VAL,Valaris Ltd,발라리스,Energy
EAT,Brinker International Inc,브링커 인터내셔널,Consumer Cyclical
TAL,TAL Education Group ADR,TAL 에듀케이션 그룹 ADR,Consumer Defensive
BBUC,Brookfield Business Holdings Corp,브룩필드 비즈니스 홀딩스,Industrials
ECG,Everus Construction Group Inc,에버러스 컨스트럭션 그룹,Industrials
SWX,Southwest Gas Holdings Inc,사우스웨스트 가스 홀딩스,Utilities
MSA,MSA Safety Inc,엠에스에이 세이프티,Industrials
OMF,OneMain Holdings Inc,원메인 홀딩스,Financial Services
STWD,Starwood Property Trust Inc,스타우드 프로퍼티 트러스트,Real Estate
BYD,Boyd Gaming Corp,보이드 게이밍,Consumer Cyclical
LNC,Lincoln National Corp,링컨 내셔널,Financial Services
FAF,First American Financial Corp,퍼스트 아메리칸 파이낸셜,Financial Services
RYN,Rayonier Inc,레이오니어,Real Estate
VOYA,Voya Financial Inc,보야 파이낸셜,Financial Services
EPAM,Epam Systems Inc,이팸 시스템즈,Technology
WH,Wyndham Hotels & Resorts Inc,윈덤 호텔스 앤 리조트,Consumer Cyclical
KMX,Carmax Inc,카맥스,Consumer Cyclical
GTES,Gates Industrial Corporation PLC,게이츠 인더스트리얼 코퍼레이션,Industrials
TXNM,TXNM Energy Inc,티엑스엔엠 에너지,Utilities
AMTM,Amentum Holdings Inc,아멘텀 홀딩스,Industrials
GXO,GXO Logistics Inc,지엑스오 로지스틱스,Industrials
LEA,Lear Corp,리어,Consumer Cyclical
YOU,Clear Secure Inc,클리어 시큐어,Technology
UGP,Ultrapar Participacoes SA ADR,울트라파르 파르티시파코에스 ADR,Energy
RHP,Ryman Hospitality Properties Inc,라이먼 호스피털리티 프로퍼티스,Real Estate
MHK,Mohawk Industries Inc,모호크 인더스트리즈,Consumer Cyclical
FNB,FNB Corp,에프엔비,Financial Services
HXL,Hexcel Corp,헥셀,Industrials
GBCI,Glacier Bancorp Inc,글레이셔 뱅코프,Financial Services
INGM,Ingram Micro Holding Corp,잉그램 마이크로 홀딩,Technology
THG,Hanover Insurance Group Inc,하노버 인슈어런스 그룹,Financial Services
POR,Portland General Electric Co,포틀랜드 제너럴 일렉트릭,Utilities
EXP,Eagle Materials Inc,이글 머티리얼스,Basic Materials
AROC,Archrock Inc,아치록,Energy
LAD,Lithia Motors Inc,리시아 모터스,Consumer Cyclical
SEE,Sealed Air Corp,실드 에어,Consumer Cyclical
AXTA,Axalta Coating Systems Ltd,액설타 코팅 시스템즈,Basic Materials
ESAB,ESAB Corp,에사브,Industrials
PSN,Parsons Corp,파슨스,Technology
BIO,Bio Rad Laboratories Inc Class A,바이오래드 래버러토리스 클래스 A,Healthcare
HR,Healthcare Realty Trust Inc,헬스케어 리얼티 트러스트,Real Estate
LTH,Life Time Group Holdings  Inc,라이프 타임 그룹 홀딩스,Consumer Cyclical
ENIC,Enel Chile SA ADR,에넬 칠레 ADR,Utilities
UWMC,UWM Holdings Corp,UWM 홀딩스,Financial Services
NEU,NewMarket Corp,뉴마켓,Basic Materials
LOAR,Loar Holdings Inc,로어 홀딩스,Industrials
MTG,MGIC Investment Corp,MGIC 인베스트먼트,Financial Services
SITE,SiteOne Landscape Supply Inc,사이트원 랜드스케이프 서플라이,Industrials
G,Genpact Ltd,젠팩트,Technology
PJT,PJT Partners Inc,PJT 파트너스,Financial Services
BLCO,Bausch + Lomb Corp,보슈롬,Healthcare
PIPR,Piper Sandler Companies,파이퍼 샌들러,Financial Services
CRC,California Resources Corp,캘리포니아 리소시스,Energy
NPO,Enpro Inc,엔프로,Industrials
FLG,Flagstar Bank NA,플래그스타 뱅크,Financial Services
LW,Lamb Weston Holdings Inc,램 웨스턴 홀딩스,Consumer Defensive
TMHC,Taylor Morrison Home Corp,테일러 모리슨 홈,Consumer Cyclical
ESNT,Essent Group Ltd,에센트 그룹,Financial Services
DLB,Dolby Laboratories Inc,돌비 래버러토리스,Industrials
NJR,New Jersey Resources Corp,뉴저지 리소시스,Utilities
REZI,Resideo Technologies Inc,레지디오 테크놀로지스,Industrials
GOLF,Acushnet Holdings Corp,어쿠시넷 홀딩스,Consumer Cyclical
IFS,Intercorp Financial Services Inc,인터코프 파이낸셜 서비스,Financial Services
WTM,White Mountains Insurance Group Ltd,화이트 마운틴스 인슈어런스 그룹,Financial Services
BIPC,Brookfield Infrastructure Corp,브룩필드 인프라스트럭처,Utilities
HOMB,Home BancShares Inc,홈 뱅크셰어즈,Financial Services
CHE,Chemed Corp,케메드,Healthcare
ABCB,Ameris Bancorp,아메리스 뱅코프,Financial Services
OGS,ONE Gas Inc,원 가스,Utilities
PLNT,Planet Fitness Inc,플래닛 피트니스,Consumer Cyclical
FND,Floor & Decor Holdings Inc,플로어 앤드 데코 홀딩스,Consumer Cyclical
PACS,Pacs Group Inc,팩스 그룹,Healthcare
TKC,Turkcell Iletisim Hizmetleri AS ADR,튀르크셀 ADR,Communication Services
ST,Sensata Technologies Holding PLC,센사타 테크놀로지스 홀딩,Technology
BKH,Black Hills Corp,블랙 힐스,Utilities
SON,Sonoco Products Co,소노코 프로덕츠,Consumer Cyclical
SR,Spire Inc,스파이어,Utilities
KOF,Coca-Cola Femsa SAB de CV ADR,코카콜라 펨사 ADR,Consumer Defensive
ADT,ADT Inc,ADT,Industrials
GVA,Granite Construction Inc,그래닛 컨스트럭션,Industrials
RITM,Rithm Capital Corp,리듬 캐피털,Real Estate
AUB,Atlantic Union Bankshares Corp,애틀랜틱 유니언 뱅크셰어즈,Financial Services
MGY,Magnolia Oil & Gas Corp,매그놀리아 오일 앤드 가스,Energy
CNX,Cnx Resources Corp,씨엔엑스 리소시스,Energy
ACA,Arcosa Inc,아르코사,Industrials
WEX,WEX Inc,웩스,Technology
MUR,Murphy Oil Corp,머피 오일,Energy
MAC,Macerich Co,메이서리치,Real Estate
FCN,FTI Consulting Inc,FTI 컨설팅,Industrials
AVTR,Avantor Inc,아반토르,Healthcare
MSM,MSC Industrial Direct Co Inc,MSC 인더스트리얼 다이렉트,Industrials
OBDC,Blue Owl Capital Corp,블루 아울 캐피털,Financial Services
KGS,Kodiak Gas Services Inc,코디악 가스 서비스,Energy
PAYC,Paycom Software Inc,페이콤 소프트웨어,Technology
GGB,Gerdau SA ADR,게르다우 ADR,Basic Materials
BLSH,Bullish,불리시,Technology
QBTS,D-Wave Quantum Inc,디웨이브 퀀텀,Technology
LPX,Louisiana-Pacific Corp,루이지애나 퍼시픽,Industrials
RLI,RLI Corp,RLI,Financial Services
SGHC,SGHC Ltd,에스지에이치씨,Consumer Cyclical
TFX,Teleflex Inc,텔레플렉스,Healthcare
COMP,Compass Inc,컴퍼스,Real Estate
CWEN,Clearway Energy Inc Class C,클리어웨이 에너지 클래스 C,Utilities
VNT,Vontier Corp,본티어,Technology
CLF,Cleveland-Cliffs Inc,클리블랜드 클리프스,Basic Materials
AX,Axos Financial Inc,액소스 파이낸셜,Financial Services
MATX,Matson Inc,맷슨,Industrials
KVYO,Klaviyo Inc,클라비요,Technology
OTF,Blue Owl Technology Finance Corp,블루 아울 테크놀로지 파이낸스,Financial Services
ATMU,Atmus Filtration Technologies Inc,애트머스 필트레이션 테크놀로지스,Consumer Cyclical
OUT,OUTFRONT Media Inc,아웃프런트 미디어,Real Estate
WFG,West Fraser Timber Co Ltd,웨스트 프레이저 팀버,Basic Materials
TDS,Telephone and Data Systems Inc,텔레폰 앤드 데이터 시스템즈,Communication Services
BF.A,Brown-Forman Corp Class A,브라운-포맨 클래스 A,Unknown
CRK,Comstock Resources Inc,컴스톡 리소시스,Energy
KRG,Kite Realty Group Trust,카이트 리얼티 그룹 트러스트,Real Estate
MCY,Mercury General Corp,머큐리 제너럴,Financial Services
CIG,Companhia Energetica Minas Gerais ADR Repstg One Pref Shs,시미그 ADR,Utilities
CHH,Choice Hotels International Inc,초이스 호텔스 인터내셔널,Consumer Cyclical
BMA,Banco Macro SA ADR,방코 마크로 ADR,Financial Services
ETSY,ETSY Inc,엣시,Consumer Cyclical
VNO,Vornado Realty Trust,보나도 리얼티 트러스트,Real Estate
BC,Brunswick Corp,브런즈윅,Consumer Cyclical
M,Macy's Inc,메이시스,Consumer Cyclical
MRP,Millrose Properties Inc,밀로즈 프로퍼티스,Real Estate
BDC,Belden Inc,벨덴,Technology
PATH,UiPath Inc,유아이패스,Technology
RAL,Ralliant Corp,랠리언트,Technology
MNSO,MINISO Group Holding Ltd ADR,미니소 그룹 홀딩 ADR,Consumer Cyclical
KLAR,Klarna Group PLC,클라르나 그룹,Technology
RSI,Rush Street Interactive Inc,러시 스트리트 인터랙티브,Consumer Cyclical
LB,LandBridge Co LLC,랜드브리지,Energy
HASI,HA Sustainable Infrastructure Capital Inc,HA 서스테이너블 인프라스트럭처 캐피털,Financial Services
CPA,Copa Holdings SA,코파 홀딩스,Industrials
SNDR,Schneider National Inc,슈나이더 내셔널,Industrials
POST,Post Holdings Inc,포스트 홀딩스,Consumer Defensive
AQN,Algonquin Power & Utilities Corp,알곤퀸 파워 앤 유틸리티스,Utilities
FBIN,Fortune Brands Innovations Inc,포춘 브랜드 이노베이션스,Industrials
KNF,Knife River Corp,나이프 리버,Basic Materials
MAIN,Main Street Capital Corp,메인 스트리트 캐피털,Financial Services
MIR,Mirion Technologies Inc,미리온 테크놀로지스,Industrials
MC,Moelis & Co,모엘리스,Financial Services
AIR,AAR Corp,AAR,Industrials
GHC,Graham Holdings Co,그레이엄 홀딩스,Consumer Defensive
NNI,Nelnet Inc,넬넷,Financial Services
PBF,PBF Energy Inc,PBF 에너지,Energy
TNL,Travel + Leisure Co,트래블 앤 레저,Consumer Cyclical
CSW,CSW Industrials Inc,CSW 인더스트리얼스,Industrials
PFSI,PennyMac Financial Services Inc,페니맥 파이낸셜 서비스,Financial Services
PAM,Pampa Energia SA ADR,팜파 에네르히아 ADR,Industrials
KBR,KBR Inc,KBR,Industrials
RDN,Radian Group Inc,레이디언 그룹,Financial Services
MWA,Mueller Water Products Inc,뮬러 워터 프로덕츠,Industrials
BOOT,Boot Barn Holdings Inc,부트 반 홀딩스,Consumer Cyclical
GPGI,GPGI Inc,GPGI,Industrials
UNF,UniFirst Corp,유니퍼스트,Industrials
ALH,Alliance Laundry Holdings Inc,얼라이언스 론드리 홀딩스,Consumer Cyclical
CNR,Core Natural Resources Inc,코어 내추럴 리소시스,Energy
KEN,Kenon Holdings Ltd,케논 홀딩스,Utilities
MTN,Vail Resorts Inc,베일 리조트,Consumer Cyclical
HCC,Warrior Met Coal Inc,워리어 메트 콜,Basic Materials
MDU,MDU Resources Group Inc,MDU 리소시스 그룹,Utilities
SPHR,Sphere Entertainment Co,스피어 엔터테인먼트,Communication Services
ALK,Alaska Air Group Inc,알래스카 에어 그룹,Industrials
PHI,PLDT Inc ADR,PLDT ADR,Communication Services
SEI,Solaris Energy Infrastructure Inc,솔라리스 에너지 인프라스트럭처,Energy
ASB,Associated Banc-Corp,어소시에이티드 뱅크코프,Financial Services
ANF,Abercrombie & Fitch Co,애버크롬비 앤 피치,Consumer Cyclical
CAAP,Corporacion America Airports SA,코르포라시온 아메리카 에어포트,Industrials
BMI,Badger Meter Inc,배저 미터,Technology
BFAM,Bright Horizons Family Solutions Inc,브라이트 호라이즌스 패밀리 솔루션스,Consumer Cyclical
HIMS,Hims & Hers Health Inc,힘스 앤 허스 헬스,Healthcare
MTH,Meritage Homes Corp,메리티지 홈스,Consumer Cyclical
ESTC,Elastic NV,엘라스틱,Technology
LBRT,Liberty Energy Inc,리버티 에너지,Energy
SLGN,Silgan Holdings Inc,실간 홀딩스,Consumer Cyclical
VVV,Valvoline Inc,발볼린,Consumer Cyclical
JAN,Janus Living Inc,제이너스 리빙,Real Estate
TBBB,BBB Foods Inc,BBB 푸즈,Consumer Defensive
SKY,Champion Homes Inc,챔피언 홈스,Consumer Cyclical
NVST,Envista Holdings Corp,엔비스타 홀딩스,Healthcare
TDW,Tidewater Inc,타이드워터,Energy
WHD,Cactus Inc,캑터스,Energy
BCO,Brinks Co,브링크스,Industrials
OSCR,Oscar Health Inc,오스카 헬스,Healthcare
SFBS,ServisFirst Bancshares Inc,서비스퍼스트 뱅크셰어스,Financial Services
S,SentinelOne Inc,센티넬원,Technology
YSS,York Space Systems Inc,요크 스페이스 시스템스,Industrials
LPL,LG Display Co Ltd ADR,LG디스플레이 ADR,Technology
CSAN,Cosan SA ADR,코산 ADR,Energy
XXI,Twenty One Capital Inc,트웬티 원 캐피털,Financial Services
TPC,Tutor Perini Corp,튜터 페리니,Industrials
LAZ,Lazard Inc,라자드,Financial Services
FHI,Federated Hermes Inc,페더레이티드 에르메스,Financial Services
SHAK,Shake Shack Inc,셰이크쉑,Consumer Cyclical
ARIS,Aris Mining Corp,아리스 마이닝,Basic Materials
AD,Array Digital Infrastructure Inc,어레이 디지털 인프라스트럭처,Communication Services
THO,Thor Industries Inc,토르 인더스트리스,Consumer Cyclical
STVN,Stevanato Group SpA,스테바나토 그룹,Healthcare
MDA,Mda Space Ltd,MDA 스페이스,Industrials
LMND,Lemonade Inc,레모네이드,Financial Services
TAC,TransAlta Corp,트랜스알타,Utilities
CRGY,Crescent Energy Co,크레센트 에너지,Energy
NHI,National Health Investors Inc,내셔널 헬스 인베스터스,Real Estate
SKT,Tanger Inc,탠저,Real Estate
PVH,PVH Corp,PVH,Consumer Cyclical
UCB,United Community Banks Inc,유나이티드 커뮤니티 뱅크스,Financial Services
CUK,Carnival PLC ADR,카니발 PLC ADR,Consumer Cyclical
EPR,EPR Properties,EPR 프로퍼티스,Real Estate
ACHR,Archer Aviation Inc,아처 에비에이션,Industrials
HAFN,Hafnia Ltd,하프니아,Industrials
VSCO,Victoria's Secret & Co,빅토리아 시크릿 앤 코,Consumer Cyclical
TREX,Trex Company Inc,트렉스,Industrials
AZZ,AZZ Inc,AZZ,Industrials
CSTM,Constellium SE,콘스텔리움,Basic Materials
CMBT,CMB.TECH NV,CMB.TECH,Energy
GPI,Group 1 Automotive Inc,그룹 1 오토모티브,Consumer Cyclical
SKE,Skeena Resources Ltd,스키나 리소시스,Basic Materials
EE,Excelerate Energy Inc,엑셀러레이트 에너지,Energy
KTB,Kontoor Brands Inc,콘투어 브랜즈,Consumer Cyclical
DAN,Dana Inc,다나,Consumer Cyclical
TPH,Tri Pointe Homes Inc (Delaware),트라이 포인트 홈스,Consumer Cyclical
AAUC,Allied Gold Corp,얼라이드 골드,Basic Materials
SXT,Sensient Technologies Corp,센시언트 테크놀로지스,Basic Materials
BRC,Brady Corp,브래디,Industrials
JOE,St Joe Co,St Joe Co,Real Estate
CBT,Cabot Corp,캐벗,Basic Materials
BETA,BETA Technologies Inc,베타 테크놀로지스,Industrials
DOCS,Doximity Inc,독시미티,Healthcare
ABG,Asbury Automotive Group Inc,애즈베리 오토모티브 그룹,Consumer Cyclical
STNG,Scorpio Tankers Inc,스코르피오 탱커스,Energy
CGAU,Centerra Gold Inc,센터라 골드,Basic Materials
HRB,H & R Block Inc,H&R 블록,Consumer Cyclical
CNO,CNO Financial Group Inc,CNO 파이낸셜 그룹,Financial Services
CVSA,Covista Inc,코비스타,Consumer Defensive
ELF,elf Beauty Inc,엘프 뷰티,Consumer Defensive
MIAX,Miami International Holdings Inc,마이애미 인터내셔널 홀딩스,Financial Services
KAI,Kadant Inc,카단트,Industrials
HHH,Howard Hughes Holdings Inc,하워드 휴즈 홀딩스,Real Estate
LRN,Stride Inc,스트라이드,Consumer Defensive
BNL,Broadstone Net Lease Inc,브로드스톤 넷 리스,Real Estate
HGTY,Hagerty Inc,해거티,Financial Services
AXIA PR,Centrais Eletricas Brasileiras SA - Eletrobras ADR,센트라이스 일레트리카스 브라질레이라스 SA - 일렉트로브라스 ADR,Unknown
PRM,Perimeter Solutions Inc,페리미터 솔루션스,Basic Materials
AGO,Assured Guaranty Ltd,어슈어드 개런티,Financial Services
SII,Sprott Inc,스프로트,Financial Services
CUZ,Cousins Properties Inc,커진스 프로퍼티스,Real Estate
SIG,Signet Jewelers Ltd,시그넷 주얼러스,Consumer Cyclical
HGV,Hilton Grand Vacations Inc,힐튼 그랜드 베케이션스,Consumer Cyclical
CIG.C,Companhia Energ ADR Reptg One Ord Shs,컴파니아 에네르그 ADR 보통주 1주 대표,Unknown
WHR,Whirlpool Corp,월풀,Consumer Cyclical
INSW,International Seaways Inc,인터내셔널 시웨이스,Energy
RNST,Renasant Corp,레나상트,Financial Services
BBWI,Bath & Body Works Inc,배스 앤드 바디 웍스,Consumer Cyclical
OII,Oceaneering International Inc,오셔니어링 인터내셔널,Energy
WPP,WPP PLC ADR,WPP ADR,Communication Services
GFF,Griffon Corp,그리폰,Industrials
SMG,Scotts Miracle-Gro Co,스코츠 미라클-그로,Basic Materials
CDP,COPT Defense Properties,COPT 디펜스 프로퍼티스,Real Estate
ZETA,Zeta Global Holdings Corp,제타 글로벌 홀딩스,Technology
LEU,Centrus Energy Corp,센트러스 에너지,Energy
ENVA,Enova International Inc,에노바 인터내셔널,Financial Services
IRT,Independence Realty Trust  Inc,인디펜던스 리얼티 트러스트,Real Estate
GPOR,Gulfport Energy Corp,걸프포트 에너지,Energy
CNK,Cinemark Holdings Inc,시네마크 홀딩스,Communication Services
FBP,First BanCorp,퍼스트 밴코프,Financial Services
MMS,Maximus Inc,맥시머스,Industrials
BILL,BILL Holdings Inc,BILL 홀딩스,Technology
HP,Helmerich and Payne Inc,헬머리치 앤드 페인,Energy
BTU,Peabody Energy Corp,피바디 에너지,Energy
FUL,H.B. Fuller Company,H.B. 풀러,Basic Materials
AVA,Avista Corp,아비스타,Utilities
BKU,BankUnited Inc,뱅크유나이티드,Financial Services
AVNT,Avient Corp,애비언트,Basic Materials
FOUR,Shift4 Payments  Inc,시프트4 페이먼츠,Technology
COLD,Americold Realty Trust Inc,아메리콜드 리얼티 트러스트,Real Estate
NP,Neptune Insurance Holdings Inc,넵튠 인슈어런스 홀딩스,Financial Services
MTRN,Materion Corp,머티리온,Basic Materials
HRI,Herc Holdings Inc,허크 홀딩스,Industrials
SA,Seabridge Gold Inc,시브리지 골드,Basic Materials
AAP,Advance Auto Parts Inc,어드밴스 오토 파츠,Consumer Cyclical
CTRI,Centuri Holdings Inc,센투리 홀딩스,Utilities
FG,F&G Annuities & Life Inc,F&G 애뉴이티스 앤드 라이프,Financial Services
BBAR,Banco BBVA Argentina SA ADR,방코 BBVA 아르헨티나 ADR,Financial Services
CC,Chemours Co,케무어스,Basic Materials
GNW,Genworth Financial Inc,젠워스 파이낸셜,Financial Services
OLN,Olin Corp,올린,Basic Materials
NIC,Nicolet Bankshares  Inc,니콜렛 뱅크셰어스,Financial Services
BGSI,Boyd Group Services Inc,보이드 그룹 서비스,Consumer Cyclical
BXMT,Blackstone Mortgage Trust Inc,블랙스톤 모기지 트러스트,Real Estate
BFH,Bread Financial Holdings Inc,브레드 파이낸셜 홀딩스,Financial Services
KFY,Korn Ferry,콘 페리,Industrials
KRC,Kilroy Realty Corp,킬로이 리얼티,Real Estate
PAGS,PagSeguro Digital Ltd,팍세구로 디지털,Technology
SXI,Standex International Corp,스탠덱스 인터내셔널,Industrials
CNS,Cohen & Steers Inc,코언 앤드 스티어스,Financial Services
CBU,Community Financial System Inc,커뮤니티 파이낸셜 시스템,Financial Services
BKD,Brookdale Senior Living Inc,브룩데일 시니어 리빙,Healthcare
KBH,KB Home,KB 홈,Consumer Cyclical
NATL,NCR Atleos Corp,NCR 아틀레오스,Technology
MHO,M/I Homes Inc,M/I 홈스,Consumer Cyclical
ERO,Ero Copper Corp,에로 코퍼,Basic Materials
SMR,Nuscale Power Corp,뉴스케일 파워,Industrials
WBI,WaterBridge Infrastructure LLC,워터브리지 인프라스트럭처 LLC,Energy
FSM,Fortuna Mining Corp,포르투나 마이닝,Basic Materials
NSA,National Storage Affiliates Trust,내셔널 스토리지 어필리에이츠 트러스트,Real Estate
PII,Polaris Inc,폴라리스,Consumer Cyclical
CWEN.A,Clearway Energy Inc Class A,클리어웨이 에너지 클래스 A,Unknown
ZIM,ZIM Integrated Shipping Services Ltd,ZIM 통합 해운 서비스,Industrials
CALX,Calix Inc,칼릭스,Technology
CPK,Chesapeake Utilities Corp,체서피크 유틸리티스,Utilities
LION,Lionsgate Studios Corp,라이언스게이트 스튜디오스,Unknown
BOH,Bank of Hawaii Corp,뱅크 오브 하와이,Financial Services
HAYW,Hayward Holdings Inc,헤이워드 홀딩스,Industrials
NIQ,NIQ Global Intelligence PLC,NIQ 글로벌 인텔리전스 PLC,Unknown
OPLN,Openlane Inc,오픈레인,Consumer Cyclical
ZGN,Ermenegildo Zegna NV,에르메네질도 제냐,Consumer Cyclical
VTMX,Vesta Real Estate Corporation SAB de CV ADR,베스타 리얼에스테이트 코퍼레이션 SAB de CV ADR,Real Estate
AWR,American States Water Co,아메리칸 스테이츠 워터,Utilities
PAY,Paymentus Holdings Inc,페이먼터스 홀딩스,Technology
LCII,LCI Industries,LCI 인더스트리스,Consumer Cyclical
WK,Workiva Inc,워크바,Technology
ANDG,Andersen Group Inc,앤더슨 그룹,Consumer Cyclical
CWK,Cushman & Wakefield Ltd,쿠시먼 앤드 웨이크필드,Real Estate
HG,Hamilton Insurance Group Ltd,해밀턴 인슈어런스 그룹,Financial Services
AEO,American Eagle Outfitters Inc,아메리칸 이글 아웃피터스,Consumer Cyclical
BOX,Box Inc,박스,Technology
VSH,Vishay Intertechnology Inc,비쉐이 인터테크놀로지,Technology
CVI,CVR Energy Inc,CVR 에너지,Energy
BTE,Baytex Energy Corp,베이텍스 에너지,Energy
MANU,Manchester United PLC,맨체스터 유나이티드,Communication Services
BKV,BKV Corp,BKV,Energy
ATS,ATS Corp,ATS,Industrials
SDRL,Seadrill Ltd,시드릴,Energy
GRBK,Green Brick Partners Inc,그린 브릭 파트너스,Consumer Cyclical
APAM,Artisan Partners Asset Management Inc,아티잔 파트너스 애셋 매니지먼트,Financial Services
APLE,Apple Hospitality REIT Inc,애플 호스피털리티 리츠,Real Estate
KMT,Kennametal Inc,케나메탈,Industrials
PARR,Par Pacific Holdings Inc,파 퍼시픽 홀딩스,Energy
TTAM,Titan America SA,타이탄 아메리카,Basic Materials
RNG,RingCentral Inc,링센트럴,Technology
ITGR,Integer Holdings Corp,인티저 홀딩스,Healthcare
GBTG,Global Business Travel Group Inc,글로벌 비즈니스 트래블 그룹,Consumer Cyclical
MPT,Medical Properties Trust Inc,메디컬 프로퍼티스 트러스트,Real Estate
LXP,LXP Industrial Trust,LXP 인더스트리얼 트러스트,Real Estate
DBD,Diebold Nixdorf Inc,디볼드 닉스도르프,Technology
RCUS,Arcus Biosciences Inc,아커스 바이오사이언시스,Healthcare
ARX,Accelerant Holdings,액셀러런트 홀딩스,Financial Services
JKS,JinkoSolar Holding Co Ltd ADR,징코솔라 홀딩 ADR,Technology
PFS,Provident Financial Services Inc,프로비던트 파이낸셜 서비스,Financial Services
FBK,FB Financial Corp,FB 파이낸셜,Financial Services
UNFI,United Natural Foods Inc,유나이티드 내추럴 푸즈,Consumer Defensive
BCC,Boise Cascade Co,보이시 캐스케이드,Basic Materials
KD,Kyndryl Holdings Inc,킨드릴 홀딩스,Technology
GPK,Graphic Packaging Holding Co,그래픽 패키징 홀딩,Consumer Cyclical
CURB,Curbline Properties Corp.,커브라인 프로퍼티스,Real Estate
MSGE,Madison Square Garden Entertainment Corp,매디슨 스퀘어 가든 엔터테인먼트,Consumer Cyclical
BNT,Brookfield Wealth Solutions Ltd,브룩필드 웰스 솔루션스,Financial Services
BANC,Banc of California Inc,뱅크 오브 캘리포니아,Financial Services
EXK,Endeavour Silver Corp,엔데버 실버,Basic Materials
DHT,DHT Holdings Inc,DHT 홀딩스,Energy
FSK,FS KKR Capital Corp,FS KKR 캐피털,Financial Services
DBRG,DigitalBridge Group Inc,디지털브리지 그룹,Financial Services
BKE,Buckle Inc,버클,Consumer Cyclical
BWLP,BW LPG Ltd,BW LPG,Industrials
NOG,Northern Oil and Gas Inc,노던 오일 앤드 가스,Energy
CWT,California Water Service Group,캘리포니아 워터 서비스 그룹,Utilities
CON,Concentra Group Holdings Parent Inc,콘센트라 그룹 홀딩스 패런트,Healthcare
WU,Western Union Co,웨스턴 유니언,Financial Services
QTWO,Q2 Holdings Inc,Q2 홀딩스,Technology
YETI,Yeti Holdings Inc,예티 홀딩스,Consumer Cyclical
PHIN,Phinia Inc,피니아,Consumer Cyclical
FCPT,Four Corners Property Trust Inc,포 코너스 프로퍼티 트러스트,Real Estate
IHS,IHS Holding Ltd,IHS 홀딩,Real Estate
HNGE,Hinge Health Inc,힌지 헬스,Healthcare
TRN,Trinity Industries Inc,트리니티 인더스트리스,Industrials
HTGC,Hercules Capital Inc,허큘리스 캐피털,Financial Services
DRD,DRDGOLD Ltd ADR,DRDGOLD ADR,Basic Materials
DX,Dynex Capital Inc,다이넥스 캐피털,Real Estate
WOR,Worthington Enterprises  Inc,워딩턴 엔터프라이즈,Industrials
SAM,Boston Beer Company Inc,보스턴 비어 컴퍼니,Consumer Defensive
SLG,SL Green Realty Corp,SL 그린 리얼티,Real Estate
HE,Hawaiian Electric Industries Inc,하와이안 일렉트릭 인더스트리스,Utilities
LEN.B,Lennar Corp Class B,레나 클래스 B,Unknown
SPNT,Siriuspoint Ltd,시리우스포인트,Financial Services
HAE,Haemonetics Corp,헤모네틱스,Healthcare
BBT,Beacon Financial Corp,비컨 파이낸셜,Financial Services
AKR,Acadia Realty Trust,아카디아 리얼티 트러스트,Real Estate
PBH,Prestige Consumer Healthcare Inc,프레스티지 컨슈머 헬스케어,Healthcare
RXO,RXO Inc,RXO,Industrials
NGVT,Ingevity Corp,인제비티,Basic Materials
UE,Urban Edge Properties,어반 엣지 프로퍼티스,Real Estate
CALY,Callaway Golf Co,캘러웨이 골프,Consumer Cyclical
MH,McGraw Hill Inc,맥그로 힐,Consumer Defensive
TNK,Teekay Tankers Ltd,티케이 탱커스,Energy
ASH,Ashland Inc,애슐랜드,Basic Materials
WRBY,Warby Parker Inc,워비 파커,Healthcare
EFXT,Enerflex Ltd,에너플렉스,Energy
RLX,RLX Technology Inc ADR,RLX 테크놀로지 ADR,Consumer Defensive
CEPU,Central Puerto SA ADR,센트럴 푸에르토 ADR,Utilities
CUBI,Customers Bancorp Inc,커스터머스 뱅코프,Financial Services
INFQ,Infleqtion Inc,인플렉션,Technology
GRDN,Guardian Pharmacy Services Inc,가디언 파머시 서비스,Healthcare
CXT,Crane NXT Co,크레인 NXT,Industrials
RHI,Robert Half Inc,로버트 하프,Industrials
HNI,HNI Corp,HNI,Consumer Cyclical
IVT,Inventrust Properties Corp,인벤트러스트 프로퍼티스,Real Estate
HOG,Harley-Davidson Inc,Harley-Davidson Inc,Consumer Cyclical
DK,Delek US Holdings Inc,델렉 US 홀딩스,Energy
AMBP,Ardagh Metal Packaging SA,아다그 메탈 패키징,Consumer Cyclical
AMR,Alpha Metallurgical Resources Inc,알파 메탈러지컬 리소시스,Basic Materials
TALO,Talos Energy Inc,탈로스 에너지,Energy
HLIO,Helios Technologies Inc,헬리오스 테크놀로지스,Industrials
HIW,Highwoods Properties Inc,하이우즈 프로퍼티스,Real Estate
KN,Knowles Corp,노울스,Technology
HUN,Huntsman Corp,헌츠맨,Basic Materials
GEO,Geo Group Inc,지오 그룹,Industrials
FIGS,Figs Inc,피그스,Consumer Cyclical
BW,Babcock & Wilcox Enterprises Inc,배브콕 앤드 윌콕스 엔터프라이즈,Industrials
